week,sin1,cos1,sin2,cos2,trend,holiday_count,holiday_retail_count,category_demand,linear_tv_spend,meta_social_spend,youtube_spend,ctv_spend,search_brand_spend,amazon_retail_spend,revenue,settled
2024-04-29,0.916637,-0.399721,-0.732798,-0.680446,3.3154,0,0,0.196408,0.0,44562.72,31717.11,0.0,34610.97,22719.62,2723933.21,True
2024-05-06,0.861984,-0.506936,-0.873941,-0.486032,3.3346,0,0,1.38443,0.0,0.0,85956.55,37341.11,43797.78,15449.67,2208217.16,True
2024-05-13,0.794848,-0.606809,-0.964642,-0.263565,3.3538,0,0,0.545868,60895.76,34633.91,0.0,42410.2,44178.89,28898.81,2467184.44,True
2024-05-20,0.7162,-0.697895,-0.999665,-0.025886,3.3729,0,0,0.828248,69203.37,0.0,22392.39,112037.77,45675.69,25714.17,2737795.02,True
2024-05-27,0.627181,-0.778873,-0.97699,0.213287,3.3921,1,1,-0.443742,0.0,41302.41,33718.37,0.0,23069.94,21983.39,2938239.92,True
2024-06-03,0.529079,-0.848572,-0.897924,0.44015,3.4113,0,0,-1.290934,86948.81,0.0,13795.23,46764.87,30375.03,0.0,2057492.41,True
2024-06-10,0.423315,-0.905982,-0.767033,0.641608,3.4304,0,0,-1.388084,52504.82,32165.56,26827.68,35919.89,29613.39,0.0,1602957.74,True
2024-06-17,0.311421,-0.950272,-0.591869,0.806034,3.4496,1,0,-0.13945,146276.56,0.0,64450.01,35169.35,36144.31,12546.98,1568014.36,True
2024-06-24,0.195017,-0.9808,-0.382544,0.923937,3.4688,0,0,0.289049,0.0,48743.59,18799.65,41799.36,34331.33,15819.44,2120082.04,True
2024-07-01,0.075788,-0.997124,-0.15114,0.988512,3.4879,1,1,-0.548415,0.0,0.0,25025.87,20638.72,23386.26,12351.87,1540476.73,True
2024-07-08,-0.044538,-0.999008,0.088988,0.996033,3.5071,0,0,-0.111084,89711.43,32055.92,0.0,0.0,28622.02,37567.43,1489748.2,True
2024-07-15,-0.16422,-0.986424,0.32398,0.946064,3.5263,0,0,0.43875,0.0,72350.58,62823.98,0.0,29219.73,14763.29,1633731.73,True
2024-07-22,-0.281522,-0.959555,0.540272,0.84149,3.5454,0,0,-0.244616,128099.67,77200.22,0.0,48012.04,24873.68,20467.91,1740255.1,True
2024-07-29,-0.394748,-0.918789,0.725381,0.688347,3.5646,0,0,-1.010916,87481.28,116207.84,23102.49,18038.03,21305.47,47036.55,1298499.09,True
2024-08-05,-0.502258,-0.864718,0.868623,0.495474,3.5837,0,0,-0.629146,0.0,0.0,0.0,0.0,17826.68,0.0,1247040.01,True
2024-08-12,-0.602493,-0.798124,0.961729,0.274004,3.6029,0,0,0.167158,0.0,63194.98,0.0,23230.06,29729.1,13375.55,1335324.91,True
2024-08-19,-0.694004,-0.719971,0.999326,0.036718,3.6221,0,0,0.749737,0.0,0.0,16773.05,34570.85,25366.77,0.0,1162117.46,True
2024-08-26,-0.775463,-0.631392,0.979244,-0.202687,3.6412,0,0,0.088263,77285.79,38595.04,36992.28,42665.57,33684.92,20138.51,1700559.91,True
2024-09-02,-0.845693,-0.53367,0.902641,-0.430393,3.6604,1,1,0.831881,69574.9,109459.11,33916.59,35785.38,29715.15,23213.06,1139168.38,True
2024-09-09,-0.903675,-0.428218,0.773941,-0.633258,3.6796,0,0,1.621681,119022.13,0.0,45622.39,30056.58,36960.45,15587.14,1463827.61,True
2024-09-16,-0.948571,-0.316565,0.600569,-0.799573,3.6987,0,0,-0.571423,80444.01,38447.76,16243.56,59224.47,25474.83,17078.0,1088717.75,True
2024-09-23,-0.979729,-0.200328,0.392535,-0.919737,3.7179,0,0,-0.316088,0.0,0.0,0.0,0.0,24477.8,0.0,989703.22,True
2024-09-30,-0.996699,-0.08119,0.161843,-0.986816,3.7371,0,0,-0.624304,0.0,72906.67,16083.54,23889.43,19475.51,0.0,1224683.71,True
2024-10-07,-0.999234,0.039124,-0.078189,-0.996939,3.7562,0,0,-0.2424,0.0,0.0,0.0,46002.93,23527.32,31248.89,1405847.02,True
2024-10-14,-0.987299,0.158872,-0.313709,-0.949519,3.7754,1,0,-0.375852,0.0,111257.39,0.0,19812.91,18565.72,80666.94,1255884.54,True
2024-10-21,-0.961066,0.276319,-0.531121,-0.847296,3.7946,0,0,-1.477253,0.0,27183.47,72330.61,0.0,15840.25,30482.26,1628946.44,True
2024-10-28,-0.920915,0.389764,-0.717879,-0.696168,3.8137,0,0,-0.537539,0.0,35256.99,0.0,0.0,24074.85,53050.95,1716793.68,True
2024-11-04,-0.867427,0.497565,-0.863202,-0.504859,3.8329,0,0,0.399359,80321.08,0.0,0.0,22064.14,32170.02,21464.02,2705713.07,True
2024-11-11,-0.801377,0.59816,-0.958703,-0.28441,3.8521,1,0,0.500034,0.0,29825.51,28135.53,17943.37,32441.54,66905.35,2925235.88,True
2024-11-18,-0.723721,0.690092,-0.998869,-0.047545,3.8712,0,0,-0.33667,0.0,0.0,0.0,0.0,33381.15,71219.98,1416526.43,False
2024-11-25,-0.635585,0.772031,-0.981383,0.192063,3.8904,1,1,-0.825005,134728.96,115571.19,0.0,27741.03,18352.79,53242.96,2840034.4,False
2024-12-02,-0.538244,0.842789,-0.907253,0.420586,3.9095,0,0,0.849251,136562.32,54669.15,0.0,58584.68,22492.78,16426.56,2564838.96,False
2024-12-09,-0.433109,0.901342,-0.780758,0.624834,3.9287,0,0,0.889176,79795.86,0.0,63066.94,82072.79,27159.23,81191.2,3761561.68,False
2024-12-16,-0.321701,0.946841,-0.609199,0.793017,3.9479,0,0,0.427781,0.0,0.0,34966.48,0.0,19682.12,84801.33,3071897.55,False
2024-12-23,-0.205634,0.978629,-0.402479,0.915429,3.967,1,1,0.144454,242418.52,62733.08,30392.04,66613.86,12677.85,55122.69,6795449.84,False
