week,search_brand_spend,search_impression_share,search_is_censored,youtube_spend,meta_social_spend,meta_impressions,meta_ctr,meta_reach_daily_sum,ctv_spend,ctv_impressions,ctv_reach,amazon_retail_spend,amazon_impressions,amazon_sales14d,linear_tv_spend,tv_grps,revenue,settled
2023-12-11,17631.808911,,True,89580.99653,0.0,,,,31027.18,969599.0,237906.0,33277.71,3915024.0,121530.92,75273.47,17.9,3222910.2509567775,True
2023-12-18,28675.229332,0.8323,False,38456.859975,27046.08,1386979.0,0.014574121165497098,1077592.0,77822.79,2431962.0,589006.0,80347.09,9452597.0,273761.77,94682.06,22.5,3232134.835035659,True
2023-12-25,25607.07088,0.5815,False,0.0,36011.85,1846762.0,0.015343070736781459,1433976.0,43671.9,1364747.0,466487.0,29035.33,3415922.0,93837.14,59659.11,14.2,5716157.451069914,True
2024-01-01,18594.711496,0.7625,False,34545.872041,117900.17,6046164.0,0.011168072847511248,4848521.0,27785.63,868301.0,200422.0,11642.67,1369725.0,41024.92,82633.71,19.7,3473395.1917262785,True
2024-01-08,19637.70889,0.4984,False,63197.91078,31296.59,1604953.0,0.01253743879104248,1261353.0,0.0,,,0.0,,,0.0,,3081112.4167120983,True
2024-01-15,27478.536289,0.6736,False,27635.423025,76311.31999999999,3913402.0,0.014722228894450405,2986439.0,0.0,,,36347.55,4276182.0,112298.81,0.0,,3121925.3191372044,True
2024-01-22,30925.432561,0.7102,False,0.0,0.0,,,,104550.88,3267215.0,736669.0,19103.32,2247450.0,61251.35,178276.39,42.4,3596489.904373661,True
2024-01-29,22410.624993,0.6678,False,44382.554011,44586.32,2286478.0,0.0120211084471401,1802597.0,50221.67,1569427.0,402450.0,32451.73,3817851.0,117617.86,0.0,,4955865.072139231,True
2024-02-05,20218.816116,0.6989,False,114208.690988,0.0,,,,0.0,,,15501.43,1823697.0,55141.880000000005,0.0,,3136283.4054688606,True
2024-02-12,14239.919819,0.836,False,0.0,84322.66,4324239.0,0.012530065983864445,3275408.0,26801.71,837553.0,264914.0,26536.38,3121928.0,92965.09,0.0,,4555056.905215262,True
2024-02-19,23445.151826,0.6838,False,24922.358755,0.0,,,,73169.77,2286555.0,803287.0,30481.46,3586054.0,101135.9,140116.5,33.4,3000841.7489181366,True
2024-02-26,21567.633265,0.7683,False,44938.174892,53962.09,2767287.0,0.011734236456139172,2011744.0,0.0,,,16945.32,1993566.0,56057.3,0.0,,3068534.8946249927,True
2024-03-04,13865.022859,0.7639,False,29742.309462,50718.64,2600956.0,0.0154716188970517,1988090.0,59501.66,1859427.0,430447.0,0.0,,,0.0,,3169689.9635940325,True
2024-03-11,12674.669765,,True,45103.201774,22240.120000000003,1140519.0,0.01478800440851928,866640.0,30232.53,944766.0,321473.0,16964.8,1995860.0,60756.43,49093.5,11.7,2149796.8244184363,True
2024-03-18,25312.318171,,True,83462.660438,66255.03,3397694.0,0.012440496407269165,2601799.0,85648.7,2676522.0,773426.0,20723.88,2438105.0,73102.53,123874.43,29.5,3704138.033116159,True
2024-03-25,16600.666628,0.7122,False,30668.718807,0.0,,,,21088.65,659020.0,156162.0,23896.41,2811343.0,82321.74,0.0,,1869958.332316659,True
2024-04-01,17323.748767,0.7035,False,0.0,32736.789999999997,1678809.0,0.013932496192241047,1249017.0,37282.85,1165089.0,396934.0,0.0,,,59463.1,14.2,2028508.274991413,True
2024-04-08,23452.252224,0.8659,False,26572.38304,48604.88,2492557.0,0.01239089015817893,1959807.0,0.0,,,0.0,,,0.0,,1989949.939630926,True
2024-04-15,45041.790765,0.8531,False,0.0,103852.82,5325785.0,0.012844115937838272,4333064.0,20743.75,648242.0,167678.0,0.0,,,0.0,,1409254.317462033,True
2024-04-22,57481.389012,0.785,False,46558.242882,0.0,,,,76577.56,2393049.0,641448.0,22003.39,2588635.0,73078.02,162784.58,38.8,2721679.588790791,True
2024-04-29,34610.965942,,True,31717.114644,44562.72,2285267.0,0.014038184597248374,1745770.0,0.0,,,22719.620000000003,2672897.0,73806.69,0.0,,2723933.210965918,True
2024-05-06,43797.783527,0.5632,False,85956.551773,0.0,,,,37341.11,1166910.0,415377.0,15449.67,1817608.0,50651.19,0.0,,2208217.1613891223,True
2024-05-13,44178.892507,0.8488,False,0.0,34633.91,1776097.0,0.015298150945584616,1355715.0,42410.2,1325319.0,303778.0,28898.81,3399859.0,103084.51000000001,60895.76,14.5,2467184.4446032,True
2024-05-20,45675.685369,0.796,False,22392.38516,0.0,,,,112037.77,3501180.0,944611.0,25714.17,3025196.0,85889.73999999999,69203.37,16.5,2737795.022386684,True
2024-05-27,23069.944186,,True,33718.366115,41302.41,2118072.0,0.01455049686696203,1601752.0,0.0,,,21983.39,2586283.0,69431.67,0.0,,2938239.9247968923,True
2024-06-03,30375.034023,0.7298,False,13795.234419,0.0,,,,46764.87,1461402.0,529213.0,0.0,,,86948.81,20.7,2057492.4147961896,True
2024-06-10,29613.388997,0.7697,False,26827.681738,32165.559999999998,1649514.0,0.01373798585522766,1288436.0,35919.89,1122497.0,338299.0,0.0,,,52504.82,12.5,1602957.7374060156,True
2024-06-17,36144.310777,0.761,False,64450.006911,0.0,,,,35169.35,1099042.0,324180.0,12546.98,1476118.0,40218.07,146276.56,34.8,1568014.356665552,True
2024-06-24,34331.330586,0.6248,False,18799.64799,48743.59,2499670.0,0.012096796777174587,1913720.0,41799.36,1306230.0,420475.0,15819.44,1861111.0,58002.96,0.0,,2120082.037850846,True
2024-07-01,23386.256009,0.8123,False,25025.870263,0.0,,,,20638.72,644960.0,245365.0,12351.87,1453163.0,44648.14,0.0,,1540476.7313051035,True
2024-07-08,28622.018764,0.6134,False,0.0,32055.920000000002,1643893.0,0.012741096896209182,1288688.0,0.0,,,37567.43,4419698.0,121442.09,89711.43,21.4,1489748.201993123,True
2024-07-15,29219.725856,0.6383,False,62823.984308,72350.58,3710285.0,0.0126448507324909,2894728.0,0.0,,,14763.29,1736857.0,46778.28,0.0,,1633731.7339893298,True
2024-07-22,24873.682066,0.5346,False,0.0,77200.22,3958987.0,0.01506496485085705,3033519.0,48012.04,1500376.0,348972.0,20467.91,2407989.0,72682.72,128099.67,30.5,1740255.1043699612,True
2024-07-29,21305.474376,,True,23102.491667,116207.84,5959377.0,0.015063151735491814,4494414.0,18038.03,563689.0,164896.0,47036.549999999996,5533711.0,145351.69,87481.28,20.8,1298499.093453705,True
2024-08-05,17826.679396,0.7795,False,0.0,0.0,,,,0.0,,,0.0,,,0.0,,1247040.0058971397,True
2024-08-12,29729.102047,0.7538,False,0.0,63194.98,3240769.0,0.014237361564492871,2508067.0,23230.06,725939.0,266810.0,13375.55,1573595.0,42771.799999999996,0.0,,1335324.907805249,True
2024-08-19,25366.769177,0.8593,False,16773.047005,0.0,,,,34570.85,1080339.0,269890.0,0.0,,,0.0,,1162117.4582009325,True
2024-08-26,33684.918652,0.7434,False,36992.276961,38595.04,1979232.0,0.014598591777012497,1460465.0,42665.57,1333299.0,312755.0,20138.510000000002,2369237.0,70986.77,77285.79,18.4,1700559.913222565,True
2024-09-02,29715.149661,0.658,False,33916.593512,109459.11,5613286.0,0.01211055342628186,4341633.0,35785.38,1118293.0,302263.0,23213.059999999998,2730947.0,77109.23,69574.9,16.6,1139168.3767119884,True
2024-09-09,36960.449001,0.4947,False,45622.386304,0.0,,,,30056.58,939268.0,334511.0,15587.14,1833783.0,50210.76,119022.13,28.3,1463827.6117037258,True
2024-09-16,25474.834527,0.7772,False,16243.560943,38447.76,1971680.0,0.01265773350645135,1521560.0,59224.47,1850765.0,634066.0,17078.0,2009177.0,56059.16,80444.01,19.2,1088717.751773181,True
2024-09-23,24477.804545,0.5665,False,0.0,0.0,,,,0.0,,,0.0,,,0.0,,989703.2230052124,True
2024-09-30,19475.51425,0.9213,False,16083.543801,72906.67,3738805.0,0.011107292303289421,2960276.0,23889.43,746545.0,282902.0,0.0,,,0.0,,1224683.710947333,True
2024-10-07,23527.31922,0.5182,False,0.0,0.0,,,,46002.93,1437592.0,534017.0,31248.89,3676337.0,111923.76000000001,0.0,,1405847.0241151536,True
2024-10-14,18565.716383,0.8163,False,0.0,111257.39,5705507.0,0.011177446631824305,4297981.0,19812.91,619153.0,199319.0,80666.94,9490228.0,282502.72,0.0,,1255884.5370938517,True
2024-10-21,15840.253637,0.4255,False,72330.614546,27183.47,1394025.0,0.014218539839672889,1050311.0,0.0,,,30482.260000000002,3586148.0,113215.12,0.0,,1628946.444033309,True
2024-10-28,24074.852528,0.6722,False,0.0,35256.99,1808052.0,0.013422733416959248,1398099.0,0.0,,,53050.95,6241287.0,179269.61,0.0,,1716793.681984797,True
2024-11-04,32170.020001,0.8261,False,0.0,0.0,,,,22064.14,689504.0,185667.0,21464.02,2525177.0,68083.85,80321.08,19.1,2705713.0697313575,True
2024-11-11,32441.539236,0.7459,False,28135.533181,29825.51,1529514.0,0.014798818448212962,1202039.0,17943.37,560730.0,163406.0,66905.35,7871217.0,172507.65,0.0,,2925235.880341263,True
2024-11-18,33381.150974,0.6904,False,0.0,0.0,,,,0.0,,,71219.98,8378823.0,143980.33000000002,0.0,,1416526.4321189048,False
2024-11-25,18352.793958,0.7702,False,0.0,115571.19,5926728.0,0.015362101989495721,4511410.0,27741.03,866907.0,194446.0,53242.96,6263879.0,109467.12,134728.96,32.1,2840034.399863744,False
2024-12-02,22492.777429,,True,0.0,54669.15,2803547.0,0.01390381541668465,2140573.0,58584.68,1830771.0,410563.0,16426.56,1932537.0,31229.46,136562.32,32.5,2564838.961684301,False
2024-12-09,27159.22809,0.7839,False,63066.942511,0.0,,,,82072.79,2564775.0,889642.0,81191.2,9551906.0,176234.22999999998,79795.86,19.0,3761561.6805414697,False
2024-12-16,19682.124828,0.6341,False,34966.484756,0.0,,,,0.0,,,84801.33,9976626.0,187732.41,0.0,,3071897.5540426974,False
2024-12-23,12677.848113,0.7948,False,30392.039128,62733.08,2316298.0,0.014189884030465855,1779864.0,66613.86,2081683.0,649765.0,55122.69,6485022.0,120995.28,242418.52,57.7,6795449.841231455,False
